Detector,Descriptor,Image,Total Keypoints,Keypoints on vehicle,Ratio,Detector Time,Descriptor Time,Time Together,Matches
AKAZE,FREAK,5,1347,164,0.12175204157386786,58.0874,32.5093,90.5967,127
AKAZE,FREAK,6,1363,173,0.1269258987527513,49.3205,31.7791,81.09960000000001,142
AKAZE,FREAK,7,1331,175,0.13148009015777612,45.0511,31.3834,76.4345,148
AKAZE,FREAK,8,1357,177,0.13043478260869565,57.9241,31.9843,89.9084,150
AKAZE,FREAK,9,1331,179,0.13448534936138243,51.6369,31.9583,83.5952,149
AKAZE,FREAK,AVG,1342.9,167.0,0.12436518795507756,52.40056,32.51505,84.91560999999999,125.2
""
AKAZE,AKAZE,0,1351,166,0.1228719467061436,56.1628,38.588,94.7508,0
AKAZE,AKAZE,1,1327,157,0.11831198191409194,49.0642,41.318,90.3822,133
AKAZE,AKAZE,2,1311,161,0.12280701754385964,49.4352,41.0799,90.5151,135
AKAZE,AKAZE,3,1351,155,0.11472982975573649,51.5867,37.2592,88.8459,127
AKAZE,AKAZE,4,1360,163,0.11985294117647059,57.2524,37.6108,94.8632,131
AKAZE,AKAZE,5,1347,164,0.12175204157386786,49.1235,43.7569,92.88040000000001,131
AKAZE,AKAZE,6,1363,173,0.1269258987527513,49.9593,37.4688,87.4281,141
AKAZE,AKAZE,7,1331,175,0.13148009015777612,50.9763,41.9643,92.9406,148
AKAZE,AKAZE,8,1357,177,0.13043478260869565,49.2196,40.2462,89.4658,149
AKAZE,AKAZE,9,1331,179,0.13448534936138243,47.6678,39.6035,87.2713,155
AKAZE,AKAZE,AVG,1342.9,167.0,0.12436518795507756,51.044779999999996,39.889559999999996,90.93433999999999,125.0
""
AKAZE,SIFT,0,1351,166,0.1228719467061436,51.7872,18.1585,69.9457,0
AKAZE,SIFT,1,1327,157,0.11831198191409194,49.5983,18.1551,67.7534,136
AKAZE,SIFT,2,1311,161,0.12280701754385964,48.5131,19.2216,67.7347,135
AKAZE,SIFT,3,1351,155,0.11472982975573649,55.3848,21.7277,77.1125,134
AKAZE,SIFT,4,1360,163,0.11985294117647059,48.1879,18.806,66.9939,137
AKAZE,SIFT,5,1347,164,0.12175204157386786,53.4145,30.403,83.8175,140
AKAZE,SIFT,6,1363,173,0.1269258987527513,64.6303,20.0985,84.7288,142
AKAZE,SIFT,7,1331,175,0.13148009015777612,59.6281,19.0179,78.646,151
AKAZE,SIFT,8,1357,177,0.13043478260869565,47.3373,18.9045,66.2418,149
AKAZE,SIFT,9,1331,179,0.13448534936138243,57.7897,20.4059,78.1956,153
AKAZE,SIFT,AVG,1342.9,167.0,0.12436518795507756,53.627120000000005,20.48987,74.11699,127.7
""
SIFT,BRISK,0,1438,138,0.09596662030598054,93.4755,1.68444,95.15993999999999,0
SIFT,BRISK,1,1371,132,0.0962800875273523,85.1144,1.31478,86.42918,76
SIFT,BRISK,2,1380,124,0.08985507246376812,86.4942,1.25866,87.75286000000001,70
SIFT,BRISK,3,1335,137,0.10262172284644194,93.7481,1.34188,95.08998,76
SIFT,BRISK,4,1305,134,0.10268199233716475,98.5843,1.30808,99.89238,78
SIFT,BRISK,5,1370,140,0.10218978102189781,94.5249,1.37296,95.89786000000001,81
SIFT,BRISK,6,1396,137,0.09813753581661891,91.9726,1.39527,93.36787,76
SIFT,BRISK,7,1382,148,0.10709117221418235,90.4858,1.41512,91.90092,71
SIFT,BRISK,8,1463,159,0.10868079289131921,99.8262,1.49829,101.32449,89
SIFT,BRISK,9,1422,137,0.09634317862165963,89.3816,1.31748,90.69908000000001,85
SIFT,BRISK,AVG,1386.2,138.6,0.09998479560463855,92.36076,1.3906959999999997,93.75145599999999,70.2
""
SIFT,BRIEF,0,1438,138,0.09596662030598054,102.079,0.878567,102.957567,0
SIFT,BRIEF,1,1371,132,0.0962800875273523,98.9283,0.52234,99.45063999999999,83
SIFT,BRIEF,2,1380,124,0.08985507246376812,87.8122,0.491763,88.30396300000001,76
SIFT,BRIEF,3,1335,137,0.10262172284644194,93.5389,0.822382,94.361282,83
SIFT,BRIEF,4,1305,134,0.10268199233716475,87.6378,0.506015,88.143815,89
SIFT,BRIEF,5,1370,140,0.10218978102189781,89.5261,0.521585,90.047685,83
SIFT,BRIEF,6,1396,137,0.09813753581661891,85.0985,0.504982,85.603482,81
SIFT,BRIEF,7,1382,148,0.10709117221418235,88.3313,0.538486,88.869786,74
SIFT,BRIEF,8,1463,159,0.10868079289131921,87.2496,0.956228,88.205828,94
SIFT,BRIEF,9,1422,137,0.09634317862165963,85.2108,0.513194,85.723994,90
SIFT,BRIEF,AVG,1386.2,138.6,0.09998479560463855,90.54124999999999,0.6255542000000001,91.1668042,75.3
""
SIFT,FREAK,0,1438,138,0.09596662030598054,95.5342,34.5155,130.0497,0
SIFT,FREAK,1,1371,132,0.0962800875273523,102.148,32.8314,134.9794,75
SIFT,FREAK,2,1380,124,0.08985507246376812,86.5675,32.4325,119.0,72
SIFT,FREAK,3,1335,137,0.10262172284644194,89.3143,33.4019,122.7162,76
SIFT,FREAK,4,1305,134,0.10268199233716475,87.0724,32.1624,119.2348,79
SIFT,FREAK,5,1370,140,0.10218978102189781,88.69,32.0373,120.7273,78
SIFT,FREAK,6,1396,137,0.09813753581661891,87.6665,33.0798,120.74629999999999,72
SIFT,FREAK,7,1382,148,0.10709117221418235,96.5552,32.0073,128.5625,65
SIFT,FREAK,8,1463,159,0.10868079289131921,112.268,40.394,152.662,82
SIFT,FREAK,9,1422,137,0.09634317862165963,95.949,31.9321,127.8811,84
SIFT,FREAK,AVG,1386.2,138.6,0.09998479560463855,94.17651,33.47942,127.65593000000001,68.3
""
SIFT,SIFT,0,1438,138,0.09596662030598054,92.9398,76.8191,169.7589,0
SIFT,SIFT,1,1371,132,0.0962800875273523,73.3435,65.0422,138.38569999999999,91
SIFT,SIFT,2,1380,124,0.08985507246376812,72.5727,59.5935,132.1662,80
SIFT,SIFT,3,1335,137,0.10262172284644194,68.9511,58.575,127.5261,89
SIFT,SIFT,4,1305,134,0.10268199233716475,69.751,62.3805,132.13150000000002,93
SIFT,SIFT,5,1370,140,0.10218978102189781,72.3988,60.6825,133.0813,96
SIFT,SIFT,6,1396,137,0.09813753581661891,70.2872,59.0471,129.33429999999998,86
SIFT,SIFT,7,1382,148,0.10709117221418235,73.785,70.2225,144.0075,90
SIFT,SIFT,8,1463,159,0.10868079289131921,81.1165,65.6866,146.8031,105
SIFT,SIFT,9,1422,137,0.09634317862165963,79.3422,59.7461,139.0883,102
SIFT,SIFT,AVG,1386.2,138.6,0.09998479560463855,75.44878,63.779509999999995,139.22829000000002,83.2
""
